Date,SPY Price,Call Option Premium,Randomized Call Option Premium
2023-04-03,410.9500122070313,1.9046113860665024,2.2544825368689683
2023-04-04,408.6700134277344,1.7539977114208583,2.020253361103544
2023-04-05,407.6000061035156,1.6816414171246308,1.8260699119282935
2023-04-06,409.1900024414063,1.765592157338432,2.012738688998012
2023-04-10,409.6099853515625,1.751575368847078,1.6139070699519482
2023-04-11,409.7200012207031,1.7483575912114304,1.931883719699306
2023-04-12,408.0499877929688,1.6416855795629672,1.4367121309395738
2023-04-13,413.4700012207031,1.962207301460765,1.938306454547947
2023-04-14,412.4599914550781,1.8866197983934612,2.148976510600403
2023-04-17,413.9400024414063,1.9501449308319643,1.8391018465640925
2023-04-18,414.2099914550781,1.9570574254517652,1.883959553104241
2023-04-19,414.1400146484375,1.941793676329965,1.9750238617912708
2023-04-20,411.8800048828125,1.7892365724206734,2.0418121543172947
2023-04-21,412.2000122070313,1.7986807378827834,2.2890817036818953
2023-04-24,412.6300048828125,1.7946092395264976,1.8568613581342293
2023-04-25,406.0799865722656,1.4201111186886166,1.2381010834669643
2023-04-26,404.3599853515625,1.3270525044246106,1.4212920322141873
2023-04-27,412.4100036621094,1.7511279073493426,1.72495147198356
2023-04-28,415.9299926757813,1.9617336788097006,2.098347232658013
2023-05-01,415.510009765625,2.410379847825684,2.239231220194422
2023-05-02,410.8399963378906,2.066580901858419,1.99784976854362
2023-05-03,408.0199890136719,1.8743509409030672,2.1815148637543915
2023-05-04,405.1300048828125,1.6925479045172267,1.8196684697243046
2023-05-05,412.6300048828125,2.1537182817672083,1.797622550173288
2023-05-08,412.739990234375,2.126308988122961,1.8505772064712334
2023-05-09,410.9299926757813,1.9941284739545715,1.9380344582904359
2023-05-10,412.8500061035156,2.1106067627504075,2.016448053726661
2023-05-11,412.1300048828125,2.0506562921226354,1.8857903446553834
2023-05-12,411.5899963378906,2.0037611482536235,1.9891827121382628
2023-05-15,413.010009765625,2.0637668246916157,2.1224889811767973
2023-05-16,410.25,1.8746390185236699,2.2248798432459793
2023-05-17,415.2300109863281,2.192671962411822,2.23306723529499
2023-05-18,419.2300109863281,2.47540166864302,2.2958443777790216
2023-05-19,418.6199951171875,2.415574910070191,2.4029503260271086
2023-05-22,418.7900085449219,2.3896956183461633,2.376598814231367
2023-05-23,414.0899963378906,2.0440344669456714,2.2677452230076423
2023-05-24,411.0899963378906,1.8410739068033983,1.6665654571104984
2023-05-25,414.6499938964844,2.0583719894620884,1.9921769608687685
2023-05-26,420.0199890136719,2.431097099717281,2.1687627865923496
2023-05-30,420.1799926757813,2.390985028763602,2.034514005018472
2023-05-31,417.8500061035156,2.2075606280697215,2.312959938488081
2023-06-01,421.8200073242188,1.4587631620044803,1.3325110280182868
2023-06-02,427.9200134277344,1.8090994346620235,1.6258085041327028
2023-06-05,427.1000061035156,1.7255284088211091,1.4169345971589133
2023-06-06,428.0299987792969,1.7732521576528981,2.046874304084297
2023-06-07,426.5499877929688,1.6712179658295092,1.838778724480043
2023-06-08,429.1300048828125,1.8221660786084044,1.5412253816641637
2023-06-09,429.8999938964844,1.861498019737688,1.9153507039777755
2023-06-12,433.7999877929688,2.096622674616718,2.2719192537517867
2023-06-13,436.6600036621094,2.2995303297088903,2.5197293956128037
2023-06-14,437.1799926757813,2.327271904325805,2.1375770886879946
2023-06-15,442.6000061035156,2.772260947360344,2.529665929616733
2023-06-16,439.4599914550781,2.4850562396458216,2.4763971957300397
2023-06-20,437.1799926757813,2.248964279837189,2.4892589303775363
2023-06-21,434.9400024414063,2.069495367907507,2.002574152722095
2023-06-22,436.510009765625,2.1724849924825165,1.9521342719650505
2023-06-23,433.2099914550781,1.924519929471927,1.861557820356574
2023-06-26,431.4400024414063,1.774020532338266,1.5752255394914427
2023-06-27,436.1700134277344,2.084892521289685,2.020800676608815
2023-06-28,436.3900146484375,2.0885254281045924,2.001220815169422
2023-06-29,438.1099853515625,2.2038372095496896,2.3583032014481597
2023-06-30,443.2799987792969,2.6109048049231944,2.547990271974742
2023-07-03,443.7900085449219,1.3005159227688061,1.2662275591952197
2023-07-05,443.1300048828125,1.2477164516779702,1.2045808559975104
2023-07-06,439.6600036621094,1.0685034077625026,0.8219270303134504
2023-07-07,438.5499877929688,1.0107991795522118,1.1256857235914812
2023-07-10,439.6600036621094,1.037911566849207,1.0768223242704837
2023-07-11,442.4599914550781,1.162661825691142,1.2556312627593165
2023-07-12,446.0199890136719,1.3414622203372062,1.5312263813955
2023-07-13,449.55999755859375,1.5410202491151104,1.409653652251899
2023-07-14,449.2799987792969,1.5134254325043415,1.2988823768302706
2023-07-17,450.8399963378906,1.5803405882227892,1.574427799950689
2023-07-18,454.1900024414063,1.7949395772247065,1.8830612688453083
2023-07-19,455.2000122070313,1.855778102333307,1.9985048558936187
2023-07-20,452.1799926757813,1.635198761277163,1.7606795682290775
2023-07-21,452.1799926757813,1.6243775309972683,1.230402235292955
2023-07-24,454.2000122070313,1.7268340334696362,1.4988295185976597
2023-07-25,455.4400024414063,1.8022190618357108,1.8027398300209798
2023-07-26,455.510009765625,1.7954850804189775,1.7540815296429841
2023-07-27,452.489990234375,1.5800664341341708,1.7500241050742764
2023-07-28,456.9200134277344,1.8737604518837365,1.9721030351472644
2023-07-31,457.7900085449219,1.901671092590746,1.7293191475258534
2023-08-01,456.4800109863281,2.85889245720292,2.7243518136403284
2023-08-02,450.1300048828125,2.2799523913634587,2.4502795364339187
2023-08-03,448.8399963378906,2.1638811372347604,2.2066163680182522
2023-08-04,446.80999755859375,1.997860336501951,1.7628919558496974
2023-08-07,450.7099914550781,2.2573283557698716,1.9572345808366884
2023-08-08,448.75,2.090569550746597,2.057149508590221
2023-08-09,445.75,1.8606712253018607,1.8204664439944342
2023-08-10,445.9100036621094,1.8596221917497182,1.731281157431953
2023-08-11,445.6499938964844,1.8297218838112599,1.7347425101814096
2023-08-14,448.1099853515625,1.9656180668250656,1.962030461971627
2023-08-15,442.8900146484375,1.6049822725455911,1.6370399502590833
2023-08-16,439.6400146484375,1.4050180351008024,1.2509818044460839
2023-08-17,436.2900085449219,1.2207218127188995,1.147016273269027
2023-08-18,436.5,1.2221349374617532,1.0433086201042516
2023-08-21,439.3399963378906,1.3398710510187826,1.3494459516059418
2023-08-22,438.1499938964844,1.2684385571175198,1.3080841540780161
2023-08-23,443.0299987792969,1.5270409087803642,1.699024253894885
2023-08-24,436.8900146484375,1.187822973619177,1.1908822098383167
2023-08-25,439.9700012207031,1.334791231057288,1.2039336180697489
2023-08-28,442.760009765625,1.4587129342536436,1.5640742981844986
2023-08-29,449.1600036621094,1.8518440702204089,2.03291575622467
2023-08-30,451.010009765625,1.9709229063659706,1.8921803732556373
2023-08-31,450.3500061035156,1.9104288901142716,1.8115862947570476
2023-09-01,451.1900024414063,2.294610987696231,2.336806432625092
2023-09-05,449.239990234375,2.0862891694837735,1.934996802228705
2023-09-06,446.2200012207031,1.856598930233961,1.8895938275976218
2023-09-07,444.8500061035156,1.7526823517162953,1.4509838871566256
2023-09-08,445.5199890136719,1.7846773397647233,1.902739521548549
2023-09-11,448.4500122070313,1.948311612844197,1.8902107636093741
2023-09-12,445.989990234375,1.7669361240546415,1.6727064722128906
2023-09-13,446.510009765625,1.7891415237272312,1.934200134302684
2023-09-14,450.3599853515625,2.0472394740755746,2.2042576972637797
2023-09-15,443.3699951171875,1.5670277839496762,1.2655181838850411
2023-09-18,443.6300048828125,1.5489780220535039,1.3609417633891892
2023-09-19,442.7099914550781,1.4842023232791206,1.5163238194702098
2023-09-20,438.6400146484375,1.2552760848249704,1.1171259322496283
2023-09-21,431.3900146484375,0.9247183269673585,0.7680717212183289
2023-09-22,430.4200134277344,0.8801687797237339,0.8041119179572791
2023-09-25,432.2300109863281,0.9270769691291392,0.841678343327392
2023-09-26,425.8800048828125,0.6982560496349777,0.7463357679309065
2023-09-27,426.0499877929688,0.6973649999115956,0.7079541936385723
2023-09-28,428.5199890136719,0.7707059733004193,0.5979216643632227
2023-09-29,427.4800109863281,0.7299440687339391,0.7460412064389836
2023-10-02,427.30999755859375,1.1918393960272446,1.2193835085349356
2023-10-03,421.5899963378906,0.9438640147431805,1.1207041945755252
2023-10-04,424.6600036621094,1.0579251279045856,1.0808360392554317
2023-10-05,424.5,1.042800933181951,1.0902279581000498
2023-10-06,429.5400085449219,1.25858517058154,1.2981618128825916
2023-10-09,432.2900085449219,1.365245711044956,1.463235750829526
2023-10-10,434.5400085449219,1.474093899356891,1.6548383549975145
2023-10-11,436.3200073242188,1.5627507360798987,1.670605849170045
2023-10-12,433.6600036621094,1.4049597112607053,1.3520784316448293
2023-10-13,431.5,1.2845816017882754,1.3288407367581332
2023-10-16,436.0400085449219,1.489804462346008,1.2351354556469256
2023-10-17,436.0199890136719,1.4774528018724489,1.489070580741407
2023-10-18,430.2099914550781,1.1747002269328348,1.3182855502106146
2023-10-19,426.4299926757813,1.0034601542281685,0.9937179677977119
2023-10-20,421.1900024414063,0.8030685951622409,0.761557596938351
2023-10-23,420.4599914550781,0.7583399995132662,0.7154052210360947
2023-10-24,423.6300048828125,0.8579071061540375,0.8556313050484091
2023-10-25,417.5499877929688,0.6576582658522785,0.5915289899479328
2023-10-26,412.5499877929688,0.5227276653843926,0.5710244504883375
2023-10-27,410.6799926757813,0.4756391319006692,0.4486401266773769
2023-10-30,415.5899963378906,0.5757120088966712,0.623009736035302
2023-10-31,418.2000122070313,0.6394343578036885,0.708381365940766
2023-11-01,422.6600036621094,1.1425803401312677,1.2596418771270284
2023-11-02,430.760009765625,1.5292476902883259,1.7187257612610698
2023-11-03,434.6900024414063,1.7451723513031396,1.8105959166069583
2023-11-06,435.6900024414063,1.7674208160724945,1.7230903775527944
2023-11-07,436.9299926757813,1.8319917384908564,1.8591746710542616
2023-11-08,437.25,1.838823687293683,1.7982454351470392
2023-11-09,433.8399963378906,1.6181778853185698,1.3734422926886694
2023-11-10,440.6099853515625,2.0346729299483854,2.072382757120107
2023-11-13,440.1900024414063,1.962081016661358,2.072159871747798
2023-11-14,448.7300109863281,2.593536871952665,2.4439492275826065
2023-11-15,449.6799926757813,2.656682794586594,2.524970821189278
2023-11-16,450.2300109863281,2.686144789022542,2.2933549354968807
2023-11-17,450.7900085449219,2.7167479117854967,2.1506232548299775
2023-11-20,454.260009765625,2.9754783967451885,2.82179495909551
2023-11-21,453.2699890136719,2.8639464782508313,2.711651703294222
2023-11-22,455.0199890136719,3.007917936571161,3.327323995843535
2023-11-24,455.2999877929688,2.994708145498656,2.6810502873350583
2023-11-27,454.4800109863281,2.8590944957390576,2.6425284796377095
2023-11-28,454.9299926757813,2.881077286943629,3.505246106331208
2023-11-29,454.6099853515625,2.8322485625354474,2.5184802418329837
2023-11-30,456.3999938964844,2.97920459165379,1.8309413217765413
2023-12-01,459.1000061035156,0.9403481914800444,0.9172749994321595
2023-12-04,456.6900024414063,0.8157145794110328,0.9717805937537015
2023-12-05,456.6000061035156,0.8043492293562302,0.7658073668404877
2023-12-06,454.760009765625,0.7287080300003783,0.7166818513053785
2023-12-07,458.2300109863281,0.8526798250148282,0.755978557699998
2023-12-08,460.2000122070313,0.9268319819621205,0.8489275140113905
2023-12-11,461.989990234375,0.9794671367892214,0.9610184919215156
2023-12-12,464.1000061035156,1.0697088302643323,1.1175124971568984
2023-12-13,470.5,1.411804078930846,1.469566342462273
2023-12-14,472.010009765625,1.494679639176546,1.4734122804961705
2023-12-15,469.3299865722656,1.3178294570792417,1.1453492303836654
2023-12-18,471.9700012207031,1.4417142247053896,1.4510719791971671
2023-12-19,474.8399963378906,1.6181145313054834,1.6708639271176058
2023-12-20,468.260009765625,1.201221924787074,1.0231899921047727
2023-12-21,472.7000122070313,1.450168421534837,1.2992634278798472
2023-12-22,473.6499938964844,1.4984095953182042,1.5658308795269094
2023-12-26,475.6499938964844,1.5786523642437764,1.6655782756923352
2023-12-27,476.510009765625,1.6242379022491633,1.3667828526414396
2023-12-28,476.6900024414063,1.622926913956821,1.8106507992765632
2023-12-29,475.30999755859375,1.5156872614631993,1.3518757255018032
